"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,,
"January 1976 to date, seasonally adjusted",,,,,,,,,,
,,,,,,,,,,
FIPS Code,State and area,Period,,Civilian non-institutional population,Civilian labor force,,,,,
23,Maine,2018,12,"1,108,245","697,440",62.9,"675,886",61,"21,554",3.1
24,Maryland,2018,12,"4,760,033","3,234,226",67.9,"3,114,968",65.4,"119,258",3.7
25,Massachusetts,2018,12,"5,626,729","3,784,000",67.3,"3,659,729",65,"124,271",3.3
26,Michigan,2018,12,"7,986,018","4,938,752",61.8,"4,731,861",59.3,"206,891",4.2
27,Minnesota,2018,12,"4,408,141","3,071,438",69.7,"2,973,113",67.4,"98,325",3.2
28,Mississippi,2018,12,"2,287,035","1,271,512",55.6,"1,203,781",52.6,"67,731",5.3
29,Missouri,2018,12,"4,803,671","3,057,685",63.7,"2,960,620",61.6,"97,065",3.2
30,Montana,2018,12,"846,955","532,808",62.9,"513,165",60.6,"19,643",3.7
31,Nebraska,2018,12,"1,474,901","1,034,171",70.1,"1,003,405",68,"30,766",3
32,Nevada,2018,12,"2,403,986","1,532,865",63.8,"1,467,684",61.1,"65,181",4.3
33,New Hampshire,2018,12,"1,117,717","768,544",68.8,"748,557",67,"19,987",2.6
34,New Jersey,2018,12,"7,070,620","4,468,865",63.2,"4,307,535",60.9,"161,330",3.6
35,New Mexico,2018,12,"1,636,109","954,259",58.3,"904,938",55.3,"49,321",5.2
36,New York,2018,12,"15,688,330","9,514,720",60.6,"9,136,431",58.2,"378,289",4
51000,New York city,2018,12,"6,757,227","4,071,942",60.3,"3,899,410",57.7,"172,532",4.2
37,North Carolina,2018,12,"8,197,290","5,024,813",61.3,"4,823,258",58.8,"201,555",4
38,North Dakota,2018,12,"582,822","408,005",70,"398,333",68.3,"9,672",2.4
39,Ohio,2018,12,"9,231,796","5,820,069",63,"5,561,420",60.2,"258,649",4.4
40,Oklahoma,2018,12,"3,020,959","1,835,859",60.8,"1,777,527",58.8,"58,332",3.2
41,Oregon,2018,12,"3,390,287","2,100,526",62,"2,011,924",59.3,"88,602",4.2
42,Pennsylvania,2018,12,"10,274,249","6,467,194",62.9,"6,185,428",60.2,"281,766",4.4
44,Rhode Island,2018,12,"862,819","557,690",64.6,"536,108",62.1,"21,582",3.9
45,South Carolina,2018,12,"4,036,270","2,353,347",58.3,"2,276,994",56.4,"76,353",3.2
46,South Dakota,2018,12,"670,527","460,648",68.7,"447,178",66.7,"13,470",2.9
47,Tennessee,2018,12,"5,353,537","3,291,684",61.5,"3,178,225",59.4,"113,459",3.4
48,Texas,2018,12,"21,742,357","13,910,127",64,"13,382,106",61.5,"528,021",3.8
49,Utah,2018,12,"2,322,551","1,587,436",68.3,"1,542,359",66.4,"45,077",2.8
50,Vermont,2018,12,"517,887","345,196",66.7,"337,387",65.1,"7,809",2.3
51,Virginia,2018,12,"6,661,589","4,383,123",65.8,"4,256,692",63.9,"126,431",2.9
53,Washington,2018,12,"5,976,850","3,861,335",64.6,"3,686,272",61.7,"175,063",4.5
54,West Virginia,2018,12,"1,453,323","795,406",54.7,"755,041",52,"40,365",5.1
55,Wisconsin,2018,12,"4,622,766","3,093,618",66.9,"2,998,620",64.9,"94,998",3.1
56,Wyoming,2018,12,"450,154","295,151",65.6,"283,759",63,"11,392",3.9
1,Alabama,2019,1,"3,858,512","2,229,899",57.8,"2,149,188",55.7,"80,711",3.6
2,Alaska,2019,1,"546,579","354,226",64.8,"333,822",61.1,"20,404",5.8
4,Arizona,2019,1,"5,670,393","3,497,563",61.7,"3,321,318",58.6,"176,245",5
5,Arkansas,2019,1,"2,340,710","1,362,495",58.2,"1,313,091",56.1,"49,404",3.6
6,California,2019,1,"31,012,788","19,334,306",62.3,"18,501,317",59.7,"832,989",4.3
37,Los Angeles County,2019,1,"8,057,333","5,096,740",63.3,"4,857,495",60.3,"239,245",4.7
8,Colorado,2019,1,"4,516,317","3,104,049",68.7,"3,011,353",66.7,"92,696",3
9,Connecticut,2019,1,"2,885,407","1,915,116",66.4,"1,844,065",63.9,"71,051",3.7
10,Delaware,2019,1,"776,420","484,604",62.4,"467,642",60.2,"16,962",3.5
11,District of Columbia,2019,1,"579,320","410,815",70.9,"386,787",66.8,"24,028",5.8
12,Florida,2019,1,"17,320,950","10,240,878",59.1,"9,884,007",57.1,"356,871",3.5
13,Georgia,2019,1,"8,156,579","5,119,814",62.8,"4,921,294",60.3,"198,520",3.9
15,Hawaii,2019,1,"1,092,891","669,216",61.2,"650,983",59.6,"18,233",2.7
16,Idaho,2019,1,"1,354,143","867,880",64.1,"842,597",62.2,"25,283",2.9
17,Illinois,2019,1,"10,009,039","6,481,193",64.8,"6,188,462",61.8,"292,731",4.5
18,Indiana,2019,1,"5,228,912","3,389,065",64.8,"3,272,106",62.6,"116,959",3.5
19,Iowa,2019,1,"2,466,434","1,720,862",69.8,"1,674,943",67.9,"45,919",2.7
20,Kansas,2019,1,"2,225,406","1,488,175",66.9,"1,439,031",64.7,"49,144",3.3
21,Kentucky,2019,1,"3,492,386","2,056,192",58.9,"1,970,166",56.4,"86,026",4.2
22,Louisiana,2019,1,"3,584,760","2,109,231",58.8,"2,010,280",56.1,"98,951",4.7
23,Maine,2019,1,"1,108,679","696,627",62.8,"675,932",61,"20,695",3
24,Maryland,2019,1,"4,760,866","3,240,729",68.1,"3,121,909",65.6,"118,820",3.7
25,Massachusetts,2019,1,"5,627,960","3,784,356",67.2,"3,661,520",65.1,"122,836",3.2
26,Michigan,2019,1,"7,986,297","4,943,420",61.9,"4,735,037",59.3,"208,383",4.2
27,Minnesota,2019,1,"4,410,297","3,073,895",69.7,"2,974,372",67.4,"99,523",3.2
28,Mississippi,2019,1,"2,287,007","1,272,778",55.7,"1,203,954",52.6,"68,824",5.4
29,Missouri,2019,1,"4,804,992","3,061,111",63.7,"2,963,576",61.7,"97,535",3.2
30,Montana,2019,1,"847,596","533,342",62.9,"513,765",60.6,"19,577",3.7
31,Nebraska,2019,1,"1,475,406","1,035,771",70.2,"1,004,580",68.1,"31,191",3
32,Nevada,2019,1,"2,408,437","1,538,037",63.9,"1,473,244",61.2,"64,793",4.2
33,New Hampshire,2019,1,"1,118,346","769,605",68.8,"749,422",67,"20,183",2.6
34,New Jersey,2019,1,"7,070,860","4,475,446",63.3,"4,316,419",61,"159,027",3.6
35,New Mexico,2019,1,"1,636,932","955,496",58.4,"906,060",55.4,"49,436",5.2
36,New York,2019,1,"15,683,812","9,516,504",60.7,"9,138,251",58.3,"378,253",4
51000,New York city,2019,1,"6,754,744","4,074,149",60.3,"3,901,266",57.8,"172,883",4.2
37,North Carolina,2019,1,"8,205,684","5,037,188",61.4,"4,834,872",58.9,"202,316",4
38,North Dakota,2019,1,"582,907","408,772",70.1,"399,177",68.5,"9,595",2.3
39,Ohio,2019,1,"9,232,906","5,821,680",63.1,"5,569,078",60.3,"252,602",4.3
40,Oklahoma,2019,1,"3,022,283","1,837,515",60.8,"1,778,982",58.9,"58,533",3.2
41,Oregon,2019,1,"3,392,962","2,104,052",62,"2,016,017",59.4,"88,035",4.2
42,Pennsylvania,2019,1,"10,273,786","6,471,515",63,"6,190,529",60.3,"280,986",4.3
44,Rhode Island,2019,1,"862,811","557,420",64.6,"536,323",62.2,"21,097",3.8
45,South Carolina,2019,1,"4,041,071","2,360,357",58.4,"2,284,101",56.5,"76,256",3.2
46,South Dakota,2019,1,"671,039","461,221",68.7,"447,577",66.7,"13,644",3
47,Tennessee,2019,1,"5,357,263","3,302,421",61.6,"3,189,960",59.5,"112,461",3.4
48,Texas,2019,1,"21,770,174","13,925,005",64,"13,405,426",61.6,"519,579",3.7
49,Utah,2019,1,"2,326,530","1,590,728",68.4,"1,546,260",66.5,"44,468",2.8
50,Vermont,2019,1,"517,878","345,044",66.6,"337,315",65.1,"7,729",2.2
51,Virginia,2019,1,"6,664,897","4,392,956",65.9,"4,266,093",64,"126,863",2.9
53,Washington,2019,1,"5,983,264","3,869,370",64.7,"3,694,099",61.7,"175,271",4.5
54,West Virginia,2019,1,"1,452,650","795,093",54.7,"755,008",52,"40,085",5
55,Wisconsin,2019,1,"4,624,157","3,093,213",66.9,"2,997,422",64.8,"95,791",3.1
56,Wyoming,2019,1,"450,258","295,087",65.5,"284,091",63.1,"10,996",3.7
1,Alabama,2019,2,"3,859,089","2,231,539",57.8,"2,153,542",55.8,"77,997",3.5
2,Alaska,2019,2,"546,404","353,848",64.8,"333,818",61.1,"20,030",5.7
4,Arizona,2019,2,"5,679,559","3,505,030",61.7,"3,329,490",58.6,"175,540",5
5,Arkansas,2019,2,"2,341,109","1,363,048",58.2,"1,314,551",56.2,"48,497",3.6
6,California,2019,2,"31,014,817","19,329,357",62.3,"18,505,844",59.7,"823,513",4.3
37,Los Angeles County,2019,2,"8,055,557","5,094,431",63.2,"4,858,154",60.3,"236,277",4.6
8,Colorado,2019,2,"4,521,344","3,106,730",68.7,"3,016,857",66.7,"89,873",2.9
9,Connecticut,2019,2,"2,884,720","1,914,273",66.4,"1,844,132",63.9,"70,141",3.7
10,Delaware,2019,2,"777,040","485,013",62.4,"468,253",60.3,"16,760",3.5
11,District of Columbia,2019,2,"579,490","411,603",71,"387,701",66.9,"23,902",5.8
12,Florida,2019,2,"17,335,625","10,246,115",59.1,"9,895,249",57.1,"350,866",3.4
13,Georgia,2019,2,"8,164,162","5,121,124",62.7,"4,925,912",60.3,"195,212",3.8
15,Hawaii,2019,2,"1,092,373","668,172",61.2,"650,161",59.5,"18,011",2.7
16,Idaho,2019,2,"1,356,695","869,873",64.1,"844,753",62.3,"25,120",2.9
17,Illinois,2019,2,"10,005,294","6,479,413",64.8,"6,189,942",61.9,"289,471",4.5
18,Indiana,2019,2,"5,230,605","3,387,179",64.8,"3,271,793",62.6,"115,386",3.4
19,Iowa,2019,2,"2,466,914","1,724,077",69.9,"1,677,806",68,"46,271",2.7
20,Kansas,2019,2,"2,225,385","1,488,377",66.9,"1,439,945",64.7,"48,432",3.3
21,Kentucky,2019,2,"3,492,597","2,057,471",58.9,"1,971,899",56.5,"85,572",4.2
22,Louisiana,2019,2,"3,584,066","2,107,156",58.8,"2,010,838",56.1,"96,318",4.6
23,Maine,2019,2,"1,108,981","695,458",62.7,"675,738",60.9,"19,720",2.8
24,Maryland,2019,2,"4,761,146","3,245,796",68.2,"3,128,338",65.7,"117,458",3.6
25,Massachusetts,2019,2,"5,628,669","3,783,198",67.2,"3,662,566",65.1,"120,632",3.2
26,Michigan,2019,2,"7,985,730","4,945,098",61.9,"4,736,749",59.3,"208,349",4.2
27,Minnesota,2019,2,"4,412,091","3,075,308",69.7,"2,975,818",67.4,"99,490",3.2
28,Mississippi,2019,2,"2,286,684","1,273,521",55.7,"1,204,365",52.7,"69,156",5.4
29,Missouri,2019,2,"4,805,762","3,063,239",63.7,"2,965,866",61.7,"97,373",3.2
30,Montana,2019,2,"848,103","533,591",62.9,"514,177",60.6,"19,414",3.6
31,Nebraska,2019,2,"1,475,799","1,036,833",70.3,"1,005,468",68.1,"31,365",3
32,Nevada,2019,2,"2,412,610","1,542,686",63.9,"1,478,727",61.3,"63,959",4.1
33,New Hampshire,2019,2,"1,118,827","770,345",68.9,"750,122",67,"20,223",2.6
34,New Jersey,2019,2,"7,070,361","4,479,889",63.4,"4,324,557",61.2,"155,332",3.5
35,New Mexico,2019,2,"1,637,533","956,167",58.4,"906,992",55.4,"49,175",5.1
36,New York,2019,2,"15,677,402","9,512,517",60.7,"9,137,837",58.3,"374,680",3.9
51000,New York city,2019,2,"6,751,560","4,074,036",60.3,"3,903,199",57.8,"170,837",4.2
37,North Carolina,2019,2,"8,213,133","5,047,058",61.5,"4,845,470",59,"201,588",4
38,North Dakota,2019,2,"582,958","409,259",70.2,"399,747",68.6,"9,512",2.3
39,Ohio,2019,2,"9,233,071","5,818,965",63,"5,574,672",60.4,"244,293",4.2
40,Oklahoma,2019,2,"3,023,300","1,838,736",60.8,"1,780,731",58.9,"58,005",3.2
41,Oregon,2019,2,"3,395,298","2,105,435",62,"2,019,199",59.5,"86,236",4.1
42,Pennsylvania,2019,2,"10,272,066","6,472,348",63,"6,193,118",60.3,"279,230",4.3
44,Rhode Island,2019,2,"862,728","556,912",64.6,"536,424",62.2,"20,488",3.7
45,South Carolina,2019,2,"4,045,392","2,365,576",58.5,"2,289,616",56.6,"75,960",3.2
46,South Dakota,2019,2,"671,463","461,585",68.7,"447,840",66.7,"13,745",3
47,Tennessee,2019,2,"5,360,432","3,311,358",61.8,"3,200,006",59.7,"111,352",3.4
48,Texas,2019,2,"21,795,969","13,933,148",63.9,"13,426,644",61.6,"506,504",3.6
49,Utah,2019,2,"2,330,395","1,593,690",68.4,"1,550,084",66.5,"43,606",2.7
50,Vermont,2019,2,"517,850","344,853",66.6,"337,215",65.1,"7,638",2.2
51,Virginia,2019,2,"6,667,480","4,400,891",66,"4,274,830",64.1,"126,061",2.9
53,Washington,2019,2,"5,989,125","3,875,239",64.7,"3,702,019",61.8,"173,220",4.5
54,West Virginia,2019,2,"1,451,808","794,490",54.7,"755,012",52,"39,478",5
55,Wisconsin,2019,2,"4,625,075","3,092,376",66.9,"2,995,774",64.8,"96,602",3.1
56,Wyoming,2019,2,"450,382","294,948",65.5,"284,366",63.1,"10,582",3.6
1,Alabama,2019,3,"3,860,039","2,231,949",57.8,"2,157,197",55.9,"74,752",3.3
2,Alaska,2019,3,"546,284","353,549",64.7,"333,909",61.1,"19,640",5.6
4,Arizona,2019,3,"5,689,006","3,511,703",61.7,"3,337,412",58.7,"174,291",5
5,Arkansas,2019,3,"2,341,740","1,362,776",58.2,"1,315,205",56.2,"47,571",3.5
6,California,2019,3,"31,017,497","19,317,936",62.3,"18,507,077",59.7,"810,859",4.2
37,Los Angeles County,2019,3,"8,054,081","5,091,825",63.2,"4,859,065",60.3,"232,760",4.6
8,Colorado,2019,3,"4,526,747","3,108,718",68.7,"3,022,045",66.8,"86,673",2.8
9,Connecticut,2019,3,"2,884,267","1,913,006",66.3,"1,843,951",63.9,"69,055",3.6
10,Delaware,2019,3,"777,740","485,202",62.4,"468,646",60.3,"16,556",3.4
11,District of Columbia,2019,3,"579,681","412,224",71.1,"388,705",67.1,"23,519",5.7
12,Florida,2019,3,"17,351,326","10,251,856",59.1,"9,908,175",57.1,"343,681",3.4
13,Georgia,2019,3,"8,172,347","5,121,857",62.7,"4,930,893",60.3,"190,964",3.7
15,Hawaii,2019,3,"1,091,842","667,192",61.1,"649,533",59.5,"17,659",2.6
16,Idaho,2019,3,"1,359,388","871,655",64.1,"846,865",62.3,"24,790",2.8
17,Illinois,2019,3,"10,002,260","6,474,417",64.7,"6,192,065",61.9,"282,352",4.4
18,Indiana,2019,3,"5,232,865","3,382,749",64.6,"3,269,690",62.5,"113,059",3.3
19,Iowa,2019,3,"2,467,642","1,726,422",70,"1,679,946",68.1,"46,476",2.7
20,Kansas,2019,3,"2,225,581","1,488,364",66.9,"1,440,776",64.7,"47,588",3.2
21,Kentucky,2019,3,"3,493,161","2,058,799",58.9,"1,973,474",56.5,"85,325",4.1
22,Louisiana,2019,3,"3,583,666","2,105,146",58.7,"2,011,546",56.1,"93,600",4.4
23,Maine,2019,3,"1,109,377","694,264",62.6,"675,443",60.9,"18,821",2.7
24,Maryland,2019,3,"4,761,718","3,249,927",68.3,"3,134,185",65.8,"115,742",3.6
25,Massachusetts,2019,3,"5,629,802","3,781,651",67.2,"3,663,545",65.1,"118,106",3.1
26,Michigan,2019,3,"7,985,849","4,945,693",61.9,"4,737,913",59.3,"207,780",4.2
27,Minnesota,2019,3,"4,414,293","3,076,838",69.7,"2,978,103",67.5,"98,735",3.2
28,Mississippi,2019,3,"2,286,551","1,274,119",55.7,"1,204,988",52.7,"69,131",5.4
29,Missouri,2019,3,"4,807,015","3,064,481",63.8,"2,967,585",61.7,"96,896",3.2
30,Montana,2019,3,"848,735","533,751",62.9,"514,527",60.6,"19,224",3.6
31,Nebraska,2019,3,"1,476,308","1,037,455",70.3,"1,006,093",68.1,"31,362",3
32,Nevada,2019,3,"2,416,855","1,547,115",64,"1,484,140",61.4,"62,975",4.1
33,New Hampshire,2019,3,"1,119,396","770,743",68.9,"750,609",67.1,"20,134",2.6
34,New Jersey,2019,3,"7,070,196","4,483,365",63.4,"4,332,350",61.3,"151,015",3.4
35,New Mexico,2019,3,"1,638,171","956,600",58.4,"907,807",55.4,"48,793",5.1
36,New York,2019,3,"15,671,951","9,504,408",60.6,"9,135,086",58.3,"369,322",3.9
51000,New York city,2019,3,"6,748,674","4,071,765",60.3,"3,904,608",57.9,"167,157",4.1
37,North Carolina,2019,3,"8,221,259","5,054,832",61.5,"4,854,884",59.1,"199,948",4
38,North Dakota,2019,3,"583,050","409,461",70.2,"400,003",68.6,"9,458",2.3
39,Ohio,2019,3,"9,234,157","5,816,150",63,"5,579,091",60.4,"237,059",4.1
40,Oklahoma,2019,3,"3,024,561","1,839,713",60.8,"1,782,614",58.9,"57,099",3.1
41,Oregon,2019,3,"3,397,908","2,105,348",62,"2,021,425",59.5,"83,923",4
42,Pennsylvania,2019,3,"10,271,309","6,471,650",63,"6,193,849",60.3,"277,801",4.3
44,Rhode Island,2019,3,"862,648","556,385",64.5,"536,446",62.2,"19,939",3.6
45,South Carolina,2019,3,"4,050,024","2,368,661",58.5,"2,293,641",56.6,"75,020",3.2
46,South Dakota,2019,3,"671,993","461,816",68.7,"448,013",66.7,"13,803",3
47,Tennessee,2019,3,"5,364,123","3,318,354",61.9,"3,207,976",59.8,"110,378",3.3
48,Texas,2019,3,"21,822,493","13,939,862",63.9,"13,446,764",61.6,"493,098",3.5
49,Utah,2019,3,"2,334,391","1,596,458",68.4,"1,553,781",66.6,"42,677",2.7
50,Vermont,2019,3,"517,867","344,585",66.5,"337,039",65.1,"7,546",2.2
51,Virginia,2019,3,"6,670,614","4,406,888",66.1,"4,282,641",64.2,"124,247",2.8
53,Washington,2019,3,"5,995,444","3,880,632",64.7,"3,710,734",61.9,"169,898",4.4
54,West Virginia,2019,3,"1,451,099","794,027",54.7,"755,239",52,"38,788",4.9
55,Wisconsin,2019,3,"4,626,472","3,091,788",66.8,"2,994,026",64.7,"97,762",3.2
56,Wyoming,2019,3,"450,554","294,879",65.4,"284,585",63.2,"10,294",3.5
1,Alabama,2019,4,"3,861,170","2,231,885",57.8,"2,160,522",56,"71,363",3.2
2,Alaska,2019,4,"546,243","353,455",64.7,"334,118",61.2,"19,337",5.5
4,Arizona,2019,4,"5,698,836","3,518,531",61.7,"3,345,552",58.7,"172,979",4.9
5,Arkansas,2019,4,"2,342,453","1,362,147",58.2,"1,315,218",56.1,"46,929",3.4
6,California,2019,4,"31,022,564","19,307,869",62.2,"18,509,723",59.7,"798,146",4.1
37,Los Angeles County,2019,4,"8,052,885","5,091,624",63.2,"4,862,049",60.4,"229,575",4.5
8,Colorado,2019,4,"4,532,350","3,111,401",68.6,"3,027,728",66.8,"83,673",2.7
9,Connecticut,2019,4,"2,883,945","1,912,141",66.3,"1,844,115",63.9,"68,026",3.6
10,Delaware,2019,4,"778,516","485,472",62.4,"469,010",60.2,"16,462",3.4
11,District of Columbia,2019,4,"579,959","412,954",71.2,"389,980",67.2,"22,974",5.6
12,Florida,2019,4,"17,368,100","10,262,411",59.1,"9,924,815",57.1,"337,596",3.3
13,Georgia,2019,4,"8,180,996","5,124,177",62.6,"4,937,384",60.4,"186,793",3.6
15,Hawaii,2019,4,"1,091,436","666,492",61.1,"649,218",59.5,"17,274",2.6
16,Idaho,2019,4,"1,362,162","873,540",64.1,"849,086",62.3,"24,454",2.8
17,Illinois,2019,4,"9,999,793","6,468,028",64.7,"6,195,174",62,"272,854",4.2
18,Indiana,2019,4,"5,235,328","3,377,518",64.5,"3,267,048",62.4,"110,470",3.3
19,Iowa,2019,4,"2,468,454","1,728,498",70,"1,681,846",68.1,"46,652",2.7
20,Kansas,2019,4,"2,225,860","1,488,596",66.9,"1,441,764",64.8,"46,832",3.1
21,Kentucky,2019,4,"3,493,890","2,060,715",59,"1,975,453",56.5,"85,262",4.1
22,Louisiana,2019,4,"3,583,469","2,104,457",58.7,"2,012,866",56.2,"91,591",4.4
23,Maine,2019,4,"1,109,866","693,551",62.5,"675,339",60.8,"18,212",2.6
24,Maryland,2019,4,"4,762,584","3,254,220",68.3,"3,139,974",65.9,"114,246",3.5
25,Massachusetts,2019,4,"5,631,202","3,780,674",67.1,"3,664,967",65.1,"115,707",3.1
26,Michigan,2019,4,"7,986,340","4,947,165",61.9,"4,739,875",59.3,"207,290",4.2
27,Minnesota,2019,4,"4,416,696","3,079,545",69.7,"2,981,872",67.5,"97,673",3.2
28,Mississippi,2019,4,"2,286,578","1,275,117",55.8,"1,205,974",52.7,"69,143",5.4
29,Missouri,2019,4,"4,808,486","3,065,787",63.8,"2,969,425",61.8,"96,362",3.1
30,Montana,2019,4,"849,362","534,099",62.9,"515,027",60.6,"19,072",3.6
31,Nebraska,2019,4,"1,476,899","1,037,923",70.3,"1,006,710",68.2,"31,213",3
32,Nevada,2019,4,"2,421,273","1,551,757",64.1,"1,489,729",61.5,"62,028",4
33,New Hampshire,2019,4,"1,120,021","771,037",68.8,"751,056",67.1,"19,981",2.6
34,New Jersey,2019,4,"7,070,461","4,488,189",63.5,"4,341,044",61.4,"147,145",3.3
35,New Mexico,2019,4,"1,638,955","957,079",58.4,"908,708",55.4,"48,371",5.1
36,New York,2019,4,"15,667,452","9,495,874",60.6,"9,132,034",58.3,"363,840",3.8
51000,New York city,2019,4,"6,746,018","4,068,704",60.3,"3,906,033",57.9,"162,671",4
37,North Carolina,2019,4,"8,229,817","5,061,326",61.5,"4,863,511",59.1,"197,815",3.9
38,North Dakota,2019,4,"583,184","409,498",70.2,"400,055",68.6,"9,443",2.3
39,Ohio,2019,4,"9,235,661","5,816,663",63,"5,583,268",60.5,"233,395",4
40,Oklahoma,2019,4,"3,025,979","1,840,830",60.8,"1,784,644",59,"56,186",3.1
41,Oregon,2019,4,"3,400,710","2,104,724",61.9,"2,023,005",59.5,"81,719",3.9
42,Pennsylvania,2019,4,"10,271,002","6,472,106",63,"6,194,704",60.3,"277,402",4.3
44,Rhode Island,2019,4,"862,673","556,110",64.5,"536,504",62.2,"19,606",3.5
45,South Carolina,2019,4,"4,054,845","2,369,817",58.4,"2,296,988",56.6,"72,829",3.1
46,South Dakota,2019,4,"672,490","462,044",68.7,"448,212",66.6,"13,832",3
47,Tennessee,2019,4,"5,368,049","3,324,074",61.9,"3,214,505",59.9,"109,569",3.3
48,Texas,2019,4,"21,850,614","13,951,498",63.8,"13,468,880",61.6,"482,618",3.5
49,Utah,2019,4,"2,338,541","1,599,362",68.4,"1,557,593",66.6,"41,769",2.6
50,Vermont,2019,4,"517,854","344,265",66.5,"336,792",65,"7,473",2.2
51,Virginia,2019,4,"6,674,083","4,411,682",66.1,"4,289,972",64.3,"121,710",2.8
53,Washington,2019,4,"6,002,058","3,887,284",64.8,"3,720,954",62,"166,330",4.3
54,West Virginia,2019,4,"1,450,483","794,149",54.8,"755,922",52.1,"38,227",4.8
55,Wisconsin,2019,4,"4,628,057","3,091,979",66.8,"2,992,614",64.7,"99,365",3.2
56,Wyoming,2019,4,"450,675","294,998",65.5,"284,810",63.2,"10,188",3.5
1,Alabama,2019,5,"3,862,424","2,232,174",57.8,"2,163,952",56,"68,222",3.1
2,Alaska,2019,5,"546,150","353,548",64.7,"334,381",61.2,"19,167",5.4
4,Arizona,2019,5,"5,708,829","3,525,840",61.8,"3,353,848",58.7,"171,992",4.9
5,Arkansas,2019,5,"2,343,292","1,361,669",58.1,"1,314,928",56.1,"46,741",3.4
6,California,2019,5,"31,027,526","19,304,550",62.2,"18,515,934",59.7,"788,616",4.1
37,Los Angeles County,2019,5,"8,051,371","5,095,103",63.3,"4,867,413",60.5,"227,690",4.5
8,Colorado,2019,5,"4,538,098","3,115,281",68.6,"3,033,852",66.9,"81,429",2.6
9,Connecticut,2019,5,"2,883,745","1,912,281",66.3,"1,844,977",64,"67,304",3.5
10,Delaware,2019,5,"779,251","485,988",62.4,"469,399",60.2,"16,589",3.4
11,District of Columbia,2019,5,"580,185","413,749",71.3,"391,321",67.4,"22,428",5.4
12,Florida,2019,5,"17,385,414","10,279,930",59.1,"9,945,628",57.2,"334,302",3.3
13,Georgia,2019,5,"8,189,728","5,129,326",62.6,"4,945,860",60.4,"183,466",3.6
15,Hawaii,2019,5,"1,091,012","666,331",61.1,"649,390",59.5,"16,941",2.5
16,Idaho,2019,5,"1,364,985","875,679",64.2,"851,447",62.4,"24,232",2.8
17,Illinois,2019,5,"9,997,605","6,460,957",64.6,"6,197,805",62,"263,152",4.1
18,Indiana,2019,5,"5,238,060","3,373,177",64.4,"3,264,961",62.3,"108,216",3.2
19,Iowa,2019,5,"2,469,440","1,730,668",70.1,"1,683,725",68.2,"46,943",2.7
20,Kansas,2019,5,"2,226,234","1,489,343",66.9,"1,443,000",64.8,"46,343",3.1
21,Kentucky,2019,5,"3,494,766","2,063,398",59,"1,978,208",56.6,"85,190",4.1
22,Louisiana,2019,5,"3,583,350","2,105,899",58.8,"2,014,912",56.2,"90,987",4.3
23,Maine,2019,5,"1,110,412","693,551",62.5,"675,536",60.8,"18,015",2.6
24,Maryland,2019,5,"4,763,531","3,259,436",68.4,"3,146,040",66,"113,396",3.5
25,Massachusetts,2019,5,"5,632,822","3,780,393",67.1,"3,666,566",65.1,"113,827",3
26,Michigan,2019,5,"7,987,208","4,949,277",62,"4,742,543",59.4,"206,734",4.2
27,Minnesota,2019,5,"4,419,361","3,083,737",69.8,"2,987,022",67.6,"96,715",3.1
28,Mississippi,2019,5,"2,286,635","1,276,925",55.8,"1,207,363",52.8,"69,562",5.4
29,Missouri,2019,5,"4,810,200","3,067,922",63.8,"2,971,711",61.8,"96,211",3.1
30,Montana,2019,5,"850,047","534,802",62.9,"515,782",60.7,"19,020",3.6
31,Nebraska,2019,5,"1,477,544","1,038,432",70.3,"1,007,448",68.2,"30,984",3
32,Nevada,2019,5,"2,425,739","1,556,867",64.2,"1,495,541",61.7,"61,326",3.9
33,New Hampshire,2019,5,"1,120,727","771,519",68.8,"751,640",67.1,"19,879",2.6
34,New Jersey,2019,5,"7,070,952","4,495,975",63.6,"4,351,011",61.5,"144,964",3.2
35,New Mexico,2019,5,"1,639,725","957,754",58.4,"909,759",55.5,"47,995",5
36,New York,2019,5,"15,663,234","9,490,611",60.6,"9,130,527",58.3,"360,084",3.8
51000,New York city,2019,5,"6,743,117","4,066,644",60.3,"3,908,107",58,"158,537",3.9
37,North Carolina,2019,5,"8,238,565","5,067,080",61.5,"4,871,498",59.1,"195,582",3.9
38,North Dakota,2019,5,"583,344","409,449",70.2,"399,981",68.6,"9,468",2.3
39,Ohio,2019,5,"9,237,539","5,821,487",63,"5,587,417",60.5,"234,070",4
40,Oklahoma,2019,5,"3,027,519","1,842,273",60.9,"1,786,601",59,"55,672",3
41,Oregon,2019,5,"3,403,640","2,104,117",61.8,"2,024,197",59.5,"79,920",3.8
42,Pennsylvania,2019,5,"10,271,186","6,475,481",63,"6,196,790",60.3,"278,691",4.3
44,Rhode Island,2019,5,"862,694","556,265",64.5,"536,696",62.2,"19,569",3.5
